650,1,16,7,15,1,12
650,2,16,15,7,13,10
650,6,16,15,10,7,12
650,8,16,7,15,12,10
650,12,16,7,15,10,9
654,1,16,15,7,6,13
654,2,16,15,7,14,12
654,3,16,15,7,9,12
654,10,16,15,7,10,12
654,12,16,7,1,15,9
