650,1,1,7,3,2,6
650,2,1,7,6,8,2
650,6,1,7,6,2,8
650,8,1,7,6,3,2
650,12,1,7,3,2,6
654,1,1,7,6,2,3
654,2,1,7,6,2,8
654,3,1,7,6,2,9
654,10,1,7,6,8,3
654,12,1,7,3,2,6
